Item Code,0
30161803SD00461,0.0
30161803SD00462,0.0
30161803SD00465,0.0
30161803SD00477,0.0
30161803SD00482,0.0
30161803SD00485,0.0
30161803SD00488,0.0
30161803SD00489,0.0
30161803SD00491,0.0
30161803SD00492,0.0
30161803SD00545,0.0
30161803SD00547,0.0
30161803SD00647,0.0
30161803SD00834,0.17647058823529413
30161803SD00835,0.325
30161803SD00836,0.2564102564102564
30161803SD00838,0.18
30161803SD00839,0.1590909090909091
30161803SD00840,0.3111111111111111
30161803SD00842,0.21875
30161803SD00843,0.1746031746031746
30161803SD00844,0.21052631578947367
30161803SD00846,0.19642857142857142
30161803SD00847,0.3333333333333333
30161803SD00848,0.21153846153846154
30161803SD00850,0.053763440860215055
30161803SD00851,0.5294117647058824
30161803SD00852,0.17391304347826086
30161803SD00841,0.0
30161803SD00837,0.2857142857142857
30161803SD00845,0.14285714285714285
30161803SD00849,1.0
56101507SD00046,0.037037037037037035
,0.07142857142857142
30161803SD00024,0.5333333333333333
30161803SD00025,0.1
30161803SD00650,0.3076923076923077
30161803SD00651,0.4
30161803SD01004,0.0
30161803SD01033,1.5
42191801SD00001,0.0
42191808SD00187,0.009009009009009009
42191808SD00266,0.0
42191808SD00272,0.0
42191808SD00282,0.16666666666666666
,0.04
42191901SD00007,0.03296703296703297
42191901SD00008,0.030303030303030304
42192201SD00018,0.03418803418803419
42191808SD00302,1.0
,0.0
42191808SD00301,0.0
,0.16666666666666666
42191901SD00027,0.0
42191801SD00036,0.04225352112676056
42191901SD00028,0.0
30161806SD00062,0.13793103448275862
56121702SD00015,0.0
56121702SD00016,0.0
56121702SD00019,0.0
56121702SD00020,0.0
56121702SD00067,0.0
56121702SD00070,0.0
56121702SD00064,0.0
56121702SD00063,0.0
56121702SD00068,0.0
56121702SD00069,0.0
56101530SD00239,0.0
,0.0
56101530SD01332,0.0
30161803SD00714,0.65
30161803SD00728,0.5
30161803SD00345,0.0
30161803SD00350,0.0
30161803SD00353,0.0
30161803SD00363,0.0
30161803SD00372,0.0
30161803SD00381,0.0
30161803SD00384,0.0
